HEI_code,students_total,students_bachelor,students_license,students_technology,students_base_cycle,students_certification,students_classroom,students_distance,dist_load,campi,census_year,HEI_name,administrative_structure,academic_status,maintainer_code,headquarters_region,headquarters_state,headquarters_city,institution_type,own_revenue,transferred_revenue,other_revenue,faculty_expenses,staff_expenses,social_contribution_expenses,cost_expenses,investment_expenses,research_expenses,other_expenses,teaching_bac_dist,teaching_bac_pres,teaching_post_dist,teaching_post_pres,service_external,service_management,research,research_w_funding,full_time_ex,full_time_nex,part_time,hourly_contract,doctor,master,specialist,bachelor,none,active,communitary,confessional,filantropic
80,2675,20,3,3,0,0,26,0,0.00769230769230769,4,2019,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,private_nonprofit,university_center,64,4,42,4214805,1,48227532.44,4542349.65,9609440.02,11127939.67,6798538.3,13651253.15,10656239.98,3317593.75,3140919.15,13734629.41,0,1,0,0,0.0784313725490196,0.470588235294118,0.0784313725490196,0,0,0.200980392156863,0.46078431372549,0.338235294117647,0.127450980392157,0.534313725490196,0.338235294117647,0,0,TRUE,TRUE,FALSE,FALSE
81,6657,38,10,11,0,0,45,14,0.107555555555556,5,2019,UNIVERSIDADE DA REGIÃO DE JOINVILLE,private_nonprofit,university,65,4,42,4209102,1,143283183.72,12007151.71,7197123.57,37089037.8,24450065.09,27708961.11,33760287.85,6616732.79,4196657.42,1641533.68,0.040590405904059,0.985239852398524,0,0.0996309963099631,0.199261992619926,0.429889298892989,0.228782287822878,0,0,0.337638376383764,0.435424354243542,0.226937269372694,0.29520295202952,0.511070110701107,0.193726937269373,0,0,TRUE,TRUE,FALSE,FALSE
82,14335,80,17,3,0,1,98,3,0.2,12,2019,UNIVERSIDADE DO OESTE DE SANTA CATARINA,private_nonprofit,university,66,4,42,4209003,2,174426341.55,1157832.44,12870728.8,92268737.4,16238604.01,19777778.93,38153794.48,12076786.2,1707170.09,8706909.04,0.0333796940194715,0.998609179415855,0,0.109874826147427,0.671766342141864,0.205841446453408,0.559109874826147,0,0,0.450625869262865,0.381084840055633,0.168289290681502,0.239221140472879,0.56884561891516,0.191933240611961,0,0,TRUE,TRUE,FALSE,FALSE
83,17469,66,10,27,0,0,85,18,0.0637941176470588,8,2019,UNIVERSIDADE DO VALE DO ITAJAÍ,private_nonprofit,university,67,4,42,4208203,1,445366011.79,0,8496435.78,128399505.46,27994553.12,63525379.85,84712401.24,7073906.94,0,136854573.25,0.0847315436241611,0.948825503355705,0,0.119127516778524,0.176174496644295,0.159395973154362,0.13003355704698,0,0,0.332214765100671,0.51006711409396,0.157718120805369,0.291946308724832,0.511744966442953,0.196308724832215,0,0,TRUE,TRUE,FALSE,FALSE
84,325,0,6,0,0,0,6,0,0,1,2019,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ,private_nonprofit,faculty,68,3,33,3302403,2,2262930.05,0,0,905239.55,508570.32,837066.64,0,0,0,7000,0,1,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0,0,0.0285714285714286,0.0571428571428571,0.914285714285714,0.2,0.685714285714286,0.114285714285714,0,0,FALSE,FALSE,FALSE,FALSE
87,2117,14,3,6,0,0,22,1,0.104090909090909,2,2019,CENTRO UNIVERSITÁRIO DE BRUSQUE,private_nonprofit,university_center,70,4,42,4202909,1,31305716.6,131797.23,10952118.9,13046230.1,3751358.45,6003425.49,8883974.34,5112036.51,258681.77,4939083.5,0.039647577092511,1,0,0,0.118942731277533,0.330396475770925,0.145374449339207,0.140969162995595,0,0.118942731277533,0.458149779735683,0.422907488986784,0.202643171806167,0.52863436123348,0.268722466960352,0,0,TRUE,FALSE,FALSE,FALSE
93,634,1,0,0,0,0,1,0,0,1,2019,FACULDADE DE MEDICINA DE JUNDIAÍ,municipally_owned,faculty,74,3,35,3525904,2,46311963.54,0,1431846.64,12754624.29,6362817.78,6855909.78,7473936.53,6997446.95,0,0,0,0.993377483443709,0,0,0.00662251655629139,0.0463576158940397,0.125827814569536,0,0,0.00662251655629139,0.993377483443709,0,0.596026490066225,0.278145695364238,0.125827814569536,0,0,TRUE,FALSE,FALSE,FALSE
94,636,1,1,0,0,0,2,0,0,1,2019,ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ,municipally_owned,faculty,74,3,35,3525904,2,6419658.67,368260.63,0,1737921.56,2703458.11,1346401.53,1315725.24,144125.92,0,0,0,0.923076923076923,0,0,0.0769230769230769,0.384615384615385,0,0,0,0,0,1,0.692307692307692,0.230769230769231,0.0769230769230769,0,0,TRUE,FALSE,FALSE,FALSE
95,8079,13,12,1,0,0,26,0,0.0271038461538462,4,2019,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,state_owned,university,75,2,23,2312908,2,882566.48,85271472.83,1028860.68,54882026.09,3499942.91,15187247.57,6701597.94,858612.33,0,0,0,0.976645435244161,0,0.0318471337579618,0.515923566878981,0.182590233545648,0.329087048832272,0,0.577494692144374,0.146496815286624,0.0254777070063694,0.250530785562633,0.403397027600849,0.360934182590234,0.210191082802548,0.0254777070063694,0,TRUE,FALSE,FALSE,FALSE
99,766,1,0,0,0,0,1,0,0.14,1,2019,FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE,private_nonprofit,faculty,77,3,31,3118304,2,8327525.55,0,459043.99,3748695.6,2675495.72,878887.44,891064.59,0,12880.51,423451.18,0,1,0,0,0.152173913043478,0.108695652173913,0,0,0,0.0217391304347826,0,0.978260869565217,0.130434782608696,0.521739130434783,0.347826086956522,0,0,TRUE,FALSE,FALSE,FALSE
107,11472,37,17,0,0,0,50,4,0,7,2019,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,federally_owned,university,81,3,31,3162500,2,546105.56,349589241.98,0,142659605.06,47553202.03,43328705.77,70576274.38,10723603.79,0,35293956.51,0.0551090700344432,0.956371986222732,0,0.374282433983927,0.452353616532721,0.541905855338691,0.737083811710677,0,0.893226176808266,0.0998851894374283,0.0068886337543054,0,0.833524684270953,0.101033295063146,0.0642939150401837,0.00114810562571757,0,TRUE,FALSE,FALSE,FALSE
109,673,8,1,1,0,0,10,0,0.16,1,2019,FACULDADES INTEGRADAS RUI BARBOSA,private_nonprofit,faculty,16878,3,35,3502101,1,342788356.58,0,146036.64,55483401.5,33771160.39,9875203.76,33583552.26,0,0,54292539.88,0,1,0,0,0.96969696969697,0.484848484848485,0.848484848484848,0,0.0303030303030303,0.151515151515152,0.787878787878788,0.0303030303030303,0.151515151515152,0.545454545454545,0.303030303030303,0,0,TRUE,FALSE,FALSE,FALSE
124,7333,30,4,9,0,0,35,8,0,6,2019,UNIVERSIDADE DE ARARAQUARA,private_nonprofit,university,88,3,35,3503208,1,135005382.54,0,1104348.47,22311697.55,10184710.55,13935018.52,20654004.07,449301.2,941626.74,5803330.37,0.0563063063063063,0.945945945945946,0,0.0945945945945946,0.00450450450450451,0.0653153153153153,0.0990990990990991,0.0540540540540541,0.00225225225225225,0.328828828828829,0.213963963963964,0.454954954954955,0.432432432432432,0.333333333333333,0.234234234234234,0,0,TRUE,FALSE,FALSE,FALSE
125,7019,12,12,7,0,0,10,21,0.15,2,2019,CENTRO UNIVERSITÁRIO DE ARARAS -,private_nonprofit,university_center,89,3,35,3503307,1,28899421.22,0,194371.98,2551790.08,2713645.82,2525785.09,5647778.04,582939.52,8400,15058118.3,0.241379310344828,0.948275862068965,0,0,0.431034482758621,0.189655172413793,0,0,0,0.120689655172414,0.327586206896552,0.551724137931035,0.275862068965517,0.482758620689655,0.241379310344828,0,0,TRUE,FALSE,FALSE,FALSE
126,1311,7,0,2,0,0,9,0,0,1,2019,INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,private_nonprofit,faculty,90,3,31,3159605,1,117797281.61,0,25568493,11844644.18,9974437.21,9230695.48,39420174.55,3675996.1,2037798.13,59783210.5,0,0.96,0,0.146666666666667,0,0.6,0.146666666666667,0,0,0.506666666666667,0.24,0.253333333333333,0.333333333333333,0.493333333333333,0.173333333333333,0,0,TRUE,FALSE,FALSE,FALSE
131,22,1,1,0,0,0,2,0,0,1,2019,FACULDADE DE EDUCAÇÃO FÍSICA DE BARRA BONITA,private_for_profit,faculty,17081,3,35,3505302,2,96000,0,0,52000,8144,8994,0,0,0,11980,0,1,0,0,0.0769230769230769,0,0,0,0,0,0.153846153846154,0.846153846153846,0,0.384615384615385,0.615384615384615,0,0,TRUE,FALSE,FALSE,FALSE
135,27277,23,14,19,0,0,14,42,0.185714285714286,2,2019,CENTRO UNIVERSITÁRIO CLARETIANO,private_nonprofit,university_center,780,3,35,3505906,2,117755143.34,2120082.91,7091650.84,18911373.61,22663374.81,19018438.13,537807.35,709473.05,0,60024097.62,0.956284153005464,0.469945355191257,0,0,0.289617486338798,0.19672131147541,0,0,0,0.327868852459016,0.53551912568306,0.136612021857924,0.344262295081967,0.508196721311475,0.147540983606557,0,0,TRUE,TRUE,FALSE,FALSE
137,4691,29,13,5,0,0,46,1,0.0678630434782609,2,2019,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,private_nonprofit,university_center,97,3,35,3506003,2,52980870.61,612722.89,6190259.91,17702484.88,9853631.65,2749361.72,20613655.09,7268419.48,32758.64,3837248.87,0.103092783505155,0.963917525773196,0,0.144329896907216,0.180412371134021,0.365979381443299,0.623711340206186,0,0.00515463917525773,0.402061855670103,0.474226804123711,0.118556701030928,0.556701030927835,0.412371134020619,0.0309278350515464,0,0,TRUE,FALSE,TRUE,FALSE
138,4331,16,4,9,1,0,30,0,0,5,2019,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,private_nonprofit,university_center,98,3,35,3543402,2,100101202.79,345037.6,1809675.73,18104396,11288824.03,20881668.03,36053099.43,2589348.5,0,3349752.34,0,0.988857938718663,0,0,0.306406685236769,0.0612813370473538,0.100278551532033,0,0,0.270194986072423,0.434540389972145,0.295264623955432,0.420612813370474,0.387186629526462,0.18941504178273,0.00278551532033426,0,TRUE,FALSE,FALSE,FALSE
139,144,2,0,0,0,0,2,0,0.2,1,2019,FACULDADE DE CIÊNCIAS ECONÔMICAS DO TRIÂNGULO MINEIRO,private_nonprofit,faculty,3484,3,31,3170107,1,8752593.21,0,0,1462381.58,1860408.98,1855009.59,96388.11,0,133645.48,2029113.75,0,1,0,0,1,0.105263157894737,0,0,0,0.105263157894737,0.894736842105263,0,0.157894736842105,0.157894736842105,0.68421052631579,0,0,TRUE,FALSE,FALSE,FALSE
140,4481,19,1,1,0,0,21,0,0.0314285714285714,2,2019,UNIVERSIDADE DE VASSOURAS,private_nonprofit,university,100,3,33,3306206,1,180532626.05,0,5184969.49,20435046.8,54618793.73,6892034.52,56900612.65,23800046.57,145160,16209533.46,0,0.984375,0,0.1484375,0.68359375,0.21875,0.56640625,0.02734375,0,0.33984375,0.55859375,0.1015625,0.3203125,0.65234375,0.02734375,0,0,TRUE,FALSE,FALSE,FALSE
141,819,1,0,0,0,0,1,0,0,1,2019,FACULDADE DE DIREITO DE VARGINHA - FADIVA,private_nonprofit,faculty,101,3,31,3170701,1,9226439.55,0,112725.93,4318365.31,1,1603769.32,3114052.7,0,0,0,0,0.918367346938776,0,0,0,0.183673469387755,0.0204081632653061,0,0,0.122448979591837,0.36734693877551,0.510204081632653,0.0612244897959184,0.591836734693878,0.346938775510204,0,0,TRUE,FALSE,FALSE,FALSE
142,4477,17,2,2,0,0,21,0,0.0939047619047619,1,2019,CENTRO UNIVERSITÁRIO DO TRIÂNGULO,private_nonprofit,university_center,435,3,31,3170206,2,54606061.53,0,518216.86,9769359.16,6495247.77,12254806.81,11141325.47,378668.79,1157609.85,430056.28,0,0.995454545454546,0,0,0.00454545454545455,0.0863636363636364,0,0,0,0.118181818181818,0.495454545454546,0.386363636363636,0.240909090909091,0.513636363636364,0.245454545454545,0,0,TRUE,FALSE,FALSE,FALSE
143,25773,40,13,22,0,0,40,35,0.13869,4,2019,UNIVERSIDADE DE UBERABA,private_nonprofit,university,103,3,31,3170107,1,284508852.06,21862462.82,39715416.77,66031460.51,95256018.13,12075515.74,163865515.64,17437083.76,530616.68,0,0.285276073619632,0.803680981595092,0,0.0782208588957055,0.113496932515337,0.780674846625767,0.122699386503067,0,0,0.323619631901841,0.273006134969325,0.403374233128834,0.21319018404908,0.446319018404908,0.340490797546012,0,0,TRUE,FALSE,FALSE,FALSE
144,2079,4,2,0,0,0,6,0,0,1,2019,FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA,private_nonprofit,faculty,104,2,26,2609600,2,15618651.88,0,147743.45,4063469.67,2597956.02,612404.25,6310054.16,0,0,2531500.43,0,0.947368421052632,0,0,0.12280701754386,0.37719298245614,0.0087719298245614,0,0,0.0350877192982456,0.868421052631579,0.0964912280701754,0.219298245614035,0.570175438596491,0.210526315789474,0,0,TRUE,TRUE,FALSE,FALSE
146,7190,29,4,14,0,0,37,10,0.151505405405405,4,2019,CENTRO UNIVERSITÁRIO DE RIO PRETO,private_for_profit,university_center,2013,3,35,3549805,1,77411029.12,0,404637.99,16685306.22,15405006.84,12836561.29,2236231.49,28672148.28,0,30118612.39,0.165242165242165,0.911680911680912,0,0,0,0.0797720797720798,0,0,0,0.216524216524217,0.250712250712251,0.532763532763533,0.276353276353276,0.387464387464387,0.336182336182336,0,0,TRUE,FALSE,FALSE,FALSE
149,727,3,0,0,0,0,3,0,0,2,2019,FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,state_owned,faculty,46,3,35,3549805,2,289085.74,24886068.01,781354.89,18552540.92,42008076,18340295,4829055.01,1217697.87,0,0,0,1,0,0.221739130434783,0.234782608695652,0.582608695652174,0.221739130434783,0.165217391304348,0.0391304347826087,0.465217391304348,0.495652173913044,0,0.673913043478261,0.28695652173913,0.0391304347826087,0,0,TRUE,FALSE,FALSE,FALSE
150,8331,39,13,15,0,0,66,1,0.0454545454545455,3,2019,UNIVERSIDADE DE SOROCABA,private_nonprofit,university,109,3,35,3552205,1,101506167.13,0,11659608.27,44116608.18,12285267.01,11114509.32,35989286.83,8419870.99,0,6168457.86,0.00230414746543779,0.993087557603687,0,0.0898617511520737,0.0299539170506912,0.278801843317972,0.0921658986175115,0,0.00230414746543779,0.336405529953917,0.032258064516129,0.629032258064516,0.36405529953917,0.56221198156682,0.0737327188940092,0,0,TRUE,TRUE,FALSE,FALSE
151,2503,2,0,0,0,0,2,0,0.2,1,2019,ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO,private_nonprofit,faculty,110,3,35,3550308,2,164627724.83,0,19413794.65,54966591.93,16630204.24,33192930.15,0,0,9418303.65,57475735.7,0,0.879166666666667,0,0.516666666666667,0.408333333333333,0.370833333333333,0.483333333333333,0.483333333333333,0.341666666666667,0.116666666666667,0.3,0.241666666666667,0.929166666666667,0.0583333333333333,0.0125,0,0,TRUE,FALSE,FALSE,FALSE
152,514,1,0,0,0,0,1,0,0.08,1,2019,FACULDADE DE CIÊNCIAS CONTÁBEIS,private_nonprofit,faculty,111,2,29,2927408,1,18876567,0,0,3933926,2117488,2447418,5003912,0,0,4700456,0,0.961538461538461,0,0,0.711538461538462,0.442307692307692,0,0,0,0.423076923076923,0.576923076923077,0,0.192307692307692,0.519230769230769,0.288461538461538,0,0,TRUE,FALSE,FALSE,FALSE
158,2799,141,39,3,0,0,183,0,0.00546448087431694,19,2019,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,private_nonprofit,university_center,114,3,33,3304557,1,18384437.47,0,352365.45,4358485.93,2254531.79,3213323.83,1684896.3,886159.98,0,6099854.13,0,1,0,0,0,0.388429752066116,0.00826446280991736,0,0,0.132231404958678,0.28099173553719,0.586776859504132,0.297520661157025,0.619834710743802,0.0826446280991736,0,0,TRUE,FALSE,FALSE,FALSE
159,216,3,5,2,0,0,10,0,0,1,2019,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU,private_nonprofit,faculty,115,2,26,2604106,1,2065173.72,111042.14,1344389.72,426365.06,884889.31,940037.94,396790.13,0,0,2483719.33,0,1,0,0,0,0.75,0,0,0,0.25,0.5,0.25,0.15,0.6,0.25,0,0,TRUE,FALSE,FALSE,FALSE
160,2689,6,4,5,0,0,15,0,0.106,1,2019,FACULDADE FRASSINETTI DO RECIFE,private_nonprofit,faculty,116,2,26,2611606,2,26671806.25,0,566286.24,6730920.26,2212916.55,3804868.32,11721031.21,446174.06,0,1352692.23,0,1,0,0,0,0.726495726495727,0.239316239316239,0.239316239316239,0,0.17948717948718,0.495726495726496,0.324786324786325,0.247863247863248,0.606837606837607,0.145299145299145,0,0,TRUE,TRUE,FALSE,FALSE
161,875,6,3,0,0,0,9,0,0.0222222222222222,1,2019,CENTRO UNIVERSITÁRIO ASSUNÇÃO,private_nonprofit,university_center,378,3,35,3550308,2,7061269.08,0,33048725.02,4630427.47,2016984.51,2339859.03,3033426.73,0,0,1437187.13,0,1,0,0,0,0.32258064516129,0,0,0,0.225806451612903,0.241935483870968,0.532258064516129,0.403225806451613,0.516129032258065,0.0806451612903226,0,0,TRUE,FALSE,TRUE,FALSE
162,3727,13,1,7,0,0,20,1,0.120945,4,2019,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,private_nonprofit,university_center,118,3,35,3550308,1,91692336.18,0,4516344.14,24723076.84,11983479.22,5576280.87,52980372.42,7357906.7,0,245586.37,0.0319148936170213,0.984042553191489,0,0.0478723404255319,0.0212765957446809,0.702127659574468,0.0585106382978723,0,0,0.207446808510638,0.531914893617021,0.26063829787234,0.377659574468085,0.531914893617021,0.0904255319148936,0,0,TRUE,FALSE,FALSE,FALSE
163,241612,342,76,145,0,0,488,75,0.173360655737705,37,2019,UNIVERSIDADE ESTÁCIO DE SÁ,private_for_profit,university,119,3,33,3304557,1,3553816632.94,0,56775890.41,358666741.83,277851048.19,163682480.19,743589301.73,0,0,163018112.07,0.285198555956679,0.8903839842468,0,0,0.024942566458812,0.0620282244830981,0.0439776829668526,0.0439776829668526,0,0.362323596980637,0.14735805710535,0.490318345914014,0.258286839514276,0.488021004266492,0.253692156219232,0,0,TRUE,FALSE,FALSE,FALSE
165,26060,59,13,23,0,0,76,19,0.0565789473684211,4,2019,UNIVERSIDADE VEIGA DE ALMEIDA,private_for_profit,university,121,3,33,3304557,1,489126859.28,0,11509232.12,53328713.76,29089049.22,56001196.25,74515736.49,9485358.79,3312171.46,99181646.84,0.19041095890411,0.967123287671233,0,0.0602739726027397,0.1,0.0465753424657534,0.236986301369863,0.0575342465753425,0,0.379452054794521,0.131506849315068,0.489041095890411,0.386301369863014,0.564383561643836,0.0493150684931507,0,0,TRUE,FALSE,FALSE,FALSE
166,676,4,1,0,0,0,5,0,0,1,2019,"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO",private_nonprofit,faculty,122,3,31,3159605,2,10072107.69,0,293304.25,1461293.37,687667.47,1306037.1,1221380.74,103282.47,0,5585750.79,0,1,0,0,0.0476190476190476,0.142857142857143,0.0158730158730159,0,0,0.0317460317460317,0.253968253968254,0.714285714285714,0.126984126984127,0.666666666666667,0.206349206349206,0,0,TRUE,FALSE,FALSE,FALSE
167,13896,29,11,28,0,0,44,24,0.2,4,2019,UNIVERSIDADE METODISTA DE SÃO PAULO,private_nonprofit,university,123,3,35,3548708,1,131042875.53,0,37280616.35,37807776.72,36961972.51,28418345.63,2666019.49,683665.14,0,59940017.24,0.32620320855615,0.879679144385027,0,0.112299465240642,0.0133689839572193,0.13903743315508,0.0935828877005348,0.0935828877005348,0,0.219251336898396,0.331550802139037,0.449197860962567,0.355614973262032,0.526737967914439,0.117647058823529,0,0,TRUE,TRUE,FALSE,FALSE
170,150,2,1,0,0,0,3,0,0.2,1,2019,FUNVIC - FACULDADE FUNVIC DE MOCOCA,private_nonprofit,faculty,3450,3,35,3530508,1,1777099.15,0,128543.79,579684.12,384550.38,172800.31,114462.69,1,1,1,0,1,0,0,0.0416666666666667,0.166666666666667,0,0,0,0.0416666666666667,0.166666666666667,0.791666666666667,0.0833333333333333,0.541666666666667,0.375,0,0,TRUE,FALSE,FALSE,FALSE
171,1117,1,0,0,0,0,1,0,0,1,2019,FACULDADE DE DIREITO DO SUL DE MINAS,private_nonprofit,faculty,126,3,31,3152501,2,19996878.45,0,946483.18,7906756.49,3953378.24,4433564.05,2921426.89,0,175371.74,1485814.76,0,1,0,0.294117647058824,0.235294117647059,0.352941176470588,0.264705882352941,0,0.117647058823529,0.205882352941176,0.441176470588235,0.235294117647059,0.382352941176471,0.558823529411765,0.0588235294117647,0,0,TRUE,FALSE,FALSE,FALSE
176,8910,35,16,30,0,0,71,10,0.197183098591549,6,2019,UNIVERSIDADE CASTELO BRANCO,private_nonprofit,university,129,3,33,3304557,1,108075648.3,0,1045267.94,31599712.77,17409963.42,4261710.97,16546180.88,0,0,430918.28,0.0429042904290429,1,0,0,0.105610561056106,0.293729372937294,0.207920792079208,0,0,0.34983498349835,0,0.65016501650165,0.247524752475248,0.610561056105611,0.141914191419142,0,0,TRUE,FALSE,FALSE,FALSE
190,1071,2,0,0,0,0,2,0,0.1,1,2019,ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES,private_nonprofit,faculty,135,3,33,3304557,1,92880319.29,0,1822335.38,39503528.2,5643361.17,11286722.34,28380476.6,2786409.58,211626.04,1939905.4,0,0.996389891696751,0,0,0.754512635379061,0.296028880866426,0.234657039711191,0,0.0036101083032491,0,0.996389891696751,0,0.249097472924188,0.335740072202166,0.415162454873646,0,0,TRUE,FALSE,FALSE,FALSE
191,127,2,0,0,0,0,2,0,0.2,1,2019,FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS,private_nonprofit,faculty,135,3,33,3304557,1,92880319.29,0,1822335.38,39503528.2,5643361.17,11286722.34,28380476.6,2786409.58,211626.04,1939905.4,0,1,0,0,0.285714285714286,0.285714285714286,0.142857142857143,0,0,0.0714285714285714,0.428571428571429,0.5,0,0.571428571428571,0.428571428571429,0,0,TRUE,FALSE,FALSE,FALSE
192,430,3,10,0,0,0,13,0,0.153846153846154,1,2019,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES,private_nonprofit,faculty,135,3,33,3304557,1,92880319.29,0,1822335.38,39503528.2,5643361.17,11286722.34,28380476.6,2786409.58,211626.04,1939905.4,0,1,0,0,0.163636363636364,0.381818181818182,0.181818181818182,0,0,0,0.527272727272727,0.472727272727273,0.472727272727273,0.381818181818182,0.145454545454545,0,0,TRUE,FALSE,FALSE,FALSE
